destination,passanger,weather,temperature,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,Restaurant<20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Accept
No Urgent Place,Alone,Sunny,80,Coffee House,24h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,1,0,0,1,0
No Urgent Place,Friend,Sunny,80,Restaurant less than 20,24h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,0,0,0,1,1
No Urgent Place,Alone,Sunny,55,Coffee House,2h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,0,0,0,1,0
No Urgent Place,Friend,Sunny,80,Restaurant 20 to 50,2h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,1,0,0,1,0
No Urgent Place,Friend,Sunny,80,Coffee House,24h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,55,Coffee House,24h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,55,Carry out and Take away,24h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,1,0,0,1,0
No Urgent Place,Friend,Sunny,30,Restaurant less than 20,2h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,0,0,0,1,1
No Urgent Place,Friend,Rainy,55,Bar,2h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Snowy,30,Carry out and Take away,24h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,1,0,0,1,0
No Urgent Place,Friend,Snowy,30,Carry out and Take away,24h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,80,Coffee House,24h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,0,0,0,1,0
Home,Alone,Sunny,30,Carry out and Take away,2h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,1,0,1,0,1
Home,Alone,Rainy,55,Coffee House,24h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,0,0,1,0,1
Home,Alone,Snowy,30,Coffee House,24h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,1,0,0,1,1
Home,Alone,Snowy,30,Restaurant 20 to 50,2h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,0,0,0,1,0
Home,Alone,Sunny,80,Bar,2h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,0,0,1,0,0
Work,Alone,Rainy,55,Restaurant less than 20,2h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,1,1,0,1,0
Work,Alone,Rainy,55,Restaurant 20 to 50,24h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,1,1,0,1,0
Work,Alone,Snowy,30,Restaurant less than 20,2h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,1,1,0,1,0
Work,Alone,Snowy,30,Restaurant 20 to 50,24h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,1,1,0,1,1
Work,Alone,Sunny,80,Restaurant less than 20,24h,Male,41,unmarried,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,0,0,1 to 3,1 to 3,0,1,0,0,1,0,1
No Urgent Place,Alone,Sunny,80,Coffee House,24h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,80,Restaurant less than 20,24h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,0,0,0,1,1
No Urgent Place,Alone,Sunny,55,Coffee House,2h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,80,Restaurant 20 to 50,2h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,80,Coffee House,24h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,55,Coffee House,24h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,55,Carry out and Take away,24h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Sunny,30,Restaurant less than 20,2h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,0,0,0,1,1
No Urgent Place,Friend,Rainy,55,Bar,2h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Snowy,30,Carry out and Take away,24h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Snowy,30,Carry out and Take away,24h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,80,Coffee House,24h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,0,0,0,1,1
Home,Alone,Sunny,30,Carry out and Take away,2h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,1,0,1,0,0
Home,Alone,Rainy,55,Coffee House,24h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,0,0,1,0,0
Home,Alone,Snowy,30,Coffee House,24h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,1,0,0,1,0
Home,Alone,Snowy,30,Restaurant 20 to 50,2h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,0,0,0,1,0
Home,Alone,Sunny,80,Bar,2h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,0,0,1,0,0
Work,Alone,Rainy,55,Restaurant less than 20,2h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,1,1,0,1,0
Work,Alone,Rainy,55,Restaurant 20 to 50,24h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,1,1,0,1,0
Work,Alone,Snowy,30,Restaurant less than 20,2h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,1,1,0,1,0
Work,Alone,Snowy,30,Restaurant 20 to 50,24h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,1,1,0,1,0
Work,Alone,Sunny,80,Restaurant less than 20,24h,Male,26,unmarried,0,Bachelors degree,Business & Financial,$100000 or More,,4 to 8,1 to 3,0,1 to 3,0,1,0,0,1,0,1
No Urgent Place,Alone,Sunny,80,Coffee House,24h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55,Coffee House,2h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,80,Restaurant 20 to 50,2h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,1,0,0,1,0
No Urgent Place,Friend,Sunny,80,Coffee House,24h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,0,0,0,1,1
No Urgent Place,Friend,Sunny,30,Restaurant less than 20,2h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,0,0,0,1,0
No Urgent Place,Friend,Rainy,55,Bar,2h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,1,0,0,1,1
No Urgent Place,Friend,Snowy,30,Carry out and Take away,24h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,1,0,0,1,0
No Urgent Place,Friend,Snowy,30,Carry out and Take away,24h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,1,0,0,1,1
No Urgent Place,Partner,Sunny,80,Restaurant less than 20,24h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,1,0,0,1,0
No Urgent Place,Partner,Sunny,30,Bar,24h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,1,0,0,1,0
No Urgent Place,Partner,Rainy,55,Carry out and Take away,2h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,0,0,0,1,0
No Urgent Place,Partner,Rainy,55,Restaurant less than 20,2h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,1,0,0,1,0
No Urgent Place,Partner,Snowy,30,Coffee House,2h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,1,0,0,1,1
Home,Alone,Sunny,30,Carry out and Take away,2h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,1,0,1,0,1
Home,Alone,Snowy,30,Coffee House,24h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,1,0,0,1,1
Home,Alone,Snowy,30,Restaurant 20 to 50,2h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,0,0,0,1,0
Home,Partner,Sunny,80,Coffee House,24h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,0,0,1,0,1
Home,Alone,Sunny,80,Bar,2h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,0,0,1,0,0
Work,Alone,Rainy,55,Restaurant less than 20,2h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,1,1,0,1,0
Work,Alone,Snowy,30,Restaurant less than 20,2h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,1,1,0,1,0
Work,Alone,Snowy,30,Restaurant 20 to 50,24h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,1,1,0,1,0
Work,Alone,Sunny,80,Restaurant less than 20,24h,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1 to 3,4 to 8,0,4 to 8,0,1,0,0,1,0,0
No Urgent Place,Alone,Sunny,80,Coffee House,24h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,Coffee House,2h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,0,0,0,1,0
No Urgent Place,Friend,Sunny,80,Restaurant 20 to 50,2h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,1,0,0,1,0
No Urgent Place,Friend,Sunny,80,Coffee House,24h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,0,0,0,1,0
No Urgent Place,Friend,Sunny,30,Restaurant less than 20,2h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,0,0,0,1,1
No Urgent Place,Friend,Rainy,55,Bar,2h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,1,0,0,1,1
No Urgent Place,Friend,Snowy,30,Carry out and Take away,24h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,1,0,0,1,1
No Urgent Place,Friend,Snowy,30,Carry out and Take away,24h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,1,0,0,1,1
No Urgent Place,Partner,Sunny,80,Restaurant less than 20,24h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,1,0,0,1,1
No Urgent Place,Partner,Sunny,30,Bar,24h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,1,0,0,1,1
No Urgent Place,Partner,Rainy,55,Carry out and Take away,2h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,0,0,0,1,1
No Urgent Place,Partner,Rainy,55,Restaurant less than 20,2h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,1,0,0,1,1
No Urgent Place,Partner,Snowy,30,Coffee House,2h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,1,0,0,1,0
Home,Alone,Sunny,30,Carry out and Take away,2h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,1,0,1,0,1
Home,Alone,Snowy,30,Coffee House,24h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,1,0,0,1,0
Home,Alone,Snowy,30,Restaurant 20 to 50,2h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,0,0,0,1,0
Home,Partner,Sunny,80,Coffee House,24h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,0,0,1,0,0
Home,Alone,Sunny,80,Bar,2h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,0,0,1,0,0
Work,Alone,Rainy,55,Restaurant less than 20,2h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,1,1,0,1,0
Work,Alone,Snowy,30,Restaurant less than 20,2h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,1,1,0,1,0
Work,Alone,Snowy,30,Restaurant 20 to 50,24h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,1,1,0,1,0
Work,Alone,Sunny,80,Restaurant less than 20,24h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,0,0,greater than 8,4 to 8,0,1,0,0,1,0,1
No Urgent Place,Kid,Rainy,55,Carry out and Take away,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Kid,Rainy,55,Bar,24h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,1,0,0,1,0
No Urgent Place,Kid,Snowy,30,Bar,24h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,80,Coffee House,24h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55,Coffee House,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,0,0,0,1,0
No Urgent Place,Friend,Sunny,80,Restaurant 20 to 50,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,1,0,0,1,0
No Urgent Place,Friend,Sunny,80,Coffee House,24h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,0,0,0,1,0
No Urgent Place,Friend,Sunny,30,Restaurant less than 20,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,0,0,0,1,0
No Urgent Place,Friend,Rainy,55,Bar,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Friend,Snowy,30,Carry out and Take away,24h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,1,0,0,1,0
No Urgent Place,Friend,Snowy,30,Carry out and Take away,24h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,1,0,0,1,1
No Urgent Place,Kid,Sunny,80,Restaurant 20 to 50,24h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,0,0,0,1,0
No Urgent Place,Kid,Sunny,55,Coffee House,24h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,1,0,0,1,0
Home,Alone,Sunny,30,Carry out and Take away,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,1,0,1,0,0
Home,Alone,Snowy,30,Coffee House,24h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,1,0,0,1,1
Home,Alone,Snowy,30,Restaurant 20 to 50,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,0,0,0,1,0
Home,Alone,Sunny,80,Bar,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,0,0,1,0,0
Home,Partner,Sunny,30,Carry out and Take away,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,1,0,0,1,1
Work,Alone,Rainy,55,Restaurant less than 20,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,1,1,0,1,0
Work,Alone,Snowy,30,Restaurant less than 20,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,1,1,0,1,0
Work,Alone,Snowy,30,Restaurant 20 to 50,24h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,1,1,0,1,1
Work,Alone,Sunny,80,Restaurant less than 20,24h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,0,1 to 3,4 to 8,1 to 3,0,1,0,0,1,0,0
No Urgent Place,Alone,Sunny,80,Coffee House,24h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,Coffee House,2h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,0,0,0,1,0
No Urgent Place,Friend,Sunny,80,Restaurant 20 to 50,2h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,1,0,0,1,0
No Urgent Place,Friend,Sunny,80,Coffee House,24h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,0,0,0,1,0
No Urgent Place,Friend,Sunny,30,Restaurant less than 20,2h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,0,0,0,1,0
No Urgent Place,Friend,Rainy,55,Bar,2h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,1,0,0,1,0
No Urgent Place,Friend,Snowy,30,Carry out and Take away,24h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,1,0,0,1,0
No Urgent Place,Friend,Snowy,30,Carry out and Take away,24h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,1,0,0,1,0
No Urgent Place,Partner,Sunny,80,Restaurant less than 20,24h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,1,0,0,1,0
No Urgent Place,Partner,Sunny,30,Bar,24h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,1,0,0,1,0
No Urgent Place,Partner,Rainy,55,Carry out and Take away,2h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,0,0,0,1,0
No Urgent Place,Partner,Rainy,55,Restaurant less than 20,2h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,1,0,0,1,0
No Urgent Place,Partner,Snowy,30,Coffee House,2h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,1,0,0,1,0
Home,Alone,Sunny,30,Carry out and Take away,2h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,1,0,1,0,0
Home,Alone,Snowy,30,Coffee House,24h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,1,0,0,1,0
Home,Alone,Snowy,30,Restaurant 20 to 50,2h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,0,0,0,1,0
Home,Partner,Sunny,80,Coffee House,24h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,0,0,1,0,0
Home,Alone,Sunny,80,Bar,2h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,0,0,1,0,0
Work,Alone,Rainy,55,Restaurant less than 20,2h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,1,1,0,1,0
Work,Alone,Snowy,30,Restaurant 20 to 50,24h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,1,1,0,1,0
Work,Alone,Sunny,80,Restaurant less than 20,24h,Female,50,unmarried,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,,1 to 3,1 to 3,0,1 to 3,0,1,0,0,1,0,0
